annee,milieu,code_region,region,code_cercle,cercle,code_commune,commune,code_village,localite,concessions,nbmen,hommes,femmes
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1602, BANIERE KORE,1602013, MOUZERIGUE OULD AHMED,60,98,331,281
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1602, BANIERE KORE,1602014, MOUZERIGUE OULD MOUMOUNE,30,57,147,136
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1602, BANIERE KORE,1602015, RIZZE,22,55,205,173
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603001, DIABIGUE,151,391,1185,1357
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603002, ASSAMANGATERE,64,194,547,648
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603003, DIGUERA MAURE,11,19,62,51
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603004, DJELIDOUNDALA,10,20,65,64
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603005, DOUGUE,14,20,100,78
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603006, HAMAR OULD SIDI,14,34,96,86
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603007, KERIGUEDE,20,40,108,109
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603008, KIDINGA,121,305,903,1013
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603009, MADINAKOURA,51,181,410,427
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603010, MAGONITH,36,61,176,181
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603011, MEREMIDY,57,154,480,534
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603012, NAHAKARA,7,7,29,36
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603013, SEYE,20,84,272,279
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1603, DIABIGUE,1603014, TROUNGOUBE MAURE,17,19,59,53
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1604, DIARRA,1604001, DIARRAH,149,347,1208,1414
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1604, DIARRA,1604002, BOULI,20,97,330,330
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1604, DIARRA,1604003, DOMBONE,110,264,784,734
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1604, DIARRA,1604004, NIAMY,58,159,521,571
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1604, DIARRA,1604005, NOMO MADINA,35,100,260,292
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1604, DIARRA,1604006, SEGUE,24,93,321,372
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605001, DIAYE COURA,301,802,2741,3143
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605002, DIAYE TOUGOUNE,86,407,1295,1372
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605003, FASSEGUERLA,19,53,149,162
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605004, KORIGA,49,114,344,314
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605005, MAYEL,28,72,204,193
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605006, MBOYA KASSE,41,112,369,432
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605007, M'BOYA KOUROUMBA,54,189,638,654
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605010, SIRINGO,62,231,720,794
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1605, DIAYE COURA,1605011, WASSADIALA,7,31,96,97
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606001, GAVINANE,250,600,2051,2104
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606003, BALLE KADIEL,26,84,238,210
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606004, BIROU GRAND,120,273,953,965
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606005, BIROU PETIT,28,116,277,296
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606006, BODETHIOWE,2,2,6,9
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606008, DIAMERA 1,2,5,15,20
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606009, DIAMERA 2,27,57,144,162
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606010, DIAYE SALIF,43,65,438,397
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606011, DIONGUI DIONGUI,25,43,190,204
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606012, FARANDALAH,169,491,1370,1516
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606013, FARANDALLEL,27,69,211,221
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606014, GOUREL BOUYARI,19,33,86,71
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606015, KADIEL POBIS,21,75,223,251
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606016, KOUMARINGA,44,87,307,321
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606017, LEWA ARDA SADIO,17,37,153,167
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606018, LEWA DECOLLE,23,58,183,208
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606019, LEWA DELEIMA,21,48,140,143
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606020, LONGOU POURE,48,131,284,294
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1606, GAVINANE,1606021, TOUKORO,53,154,407,444
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1607, GOGUI,1607001, GOGUI,130,379,1369,1454
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1607, GOGUI,1607002, BANNA,116,234,965,1078
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1607, GOGUI,1607003, BOULOULI,47,93,373,401
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1607, GOGUI,1607004, BOYE,18,84,229,226
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1607, GOGUI,1607005, DIANDIOUME,163,392,1387,1471
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1607, GOGUI,1607006, LABIDI,34,108,369,389
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1607, GOGUI,1607007, SENEWALY,11,29,75,91
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1607, GOGUI,1607008, TOUROUROU,137,538,1419,1651
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608001, GUETEMA,169,582,1490,1611
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608003, DARAH,32,83,341,343
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608004, FONLONKIDE BOUNDOUNKE,51,155,466,452
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608005, GADIABA BAISSAMBOULA,56,151,339,364
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608007, KOLOMINA,116,318,790,955
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608009, LOUMOUNIALBI,36,78,224,214
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608010, MAKANA RANGABE,36,106,314,309
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608011, MANDALLA,8,14,34,36
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608012, MISSIRA,31,127,261,310
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1608, GUETEMA,1608013, SAMBA LAMBE,21,90,225,254
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1609, KADIABA KADIEL,1609001, GADIABA KADIEL,99,283,856,890
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1609, KADIABA KADIEL,1609003, FOSSE KAARTA,165,432,1323,1240
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1609, KADIABA KADIEL,1609004, GADIABA BOUNDOUNKE,58,188,532,548
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1609, KADIABA KADIEL,1609005, GADIABA DIALA,84,223,682,617
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1609, KADIABA KADIEL,1609006, GADIABA M'BOMOYABE,31,98,354,308
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1609, KADIABA KADIEL,1609007, GOUREL CENO DEDJI,77,208,647,694
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1609, KADIABA KADIEL,1609008, SAMBAGORE,88,181,588,647
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610001, KORERA KORE,159,502,1493,1712
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610002, BANDIOUGOULABE,17,41,132,149
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610003, BOINIRE TOUGOUNE,47,143,449,459
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610004, DIABAGUELE,103,245,878,950
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610005, DIEWAYE,53,286,919,954
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610006, GADJABA,43,99,278,334
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610007, GAKOU,66,176,504,477
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610008, HASSI,77,191,645,670
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610009, KEREMA,92,159,517,543
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610010, KOMPO,38,98,285,247
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610011, KORERA TOUGOUNE,27,126,280,286
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610012, KOURTE,78,192,654,635
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610013, LAKOULE,170,408,1381,1459
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610014, LAMBAGOUMBO,52,97,363,396
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610015, NEMATOULAYE,36,80,250,254
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1610, KORERA KORE,1610016, SANIAGA,41,133,425,449
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611001, BENNA KAARTA,56,97,250,313
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611002, NIORO TOUGOUNE OUOLOF,32,75,255,302
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611004, FILFILODE,36,70,226,220
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611005, FOSSE RANGHABE,38,98,285,295
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611006, GOUREL HAIRE,45,156,437,501
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611007, GUIMBA NIANGA,54,158,418,451
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611008, GUIMBEL BOUNA,28,63,177,169
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611009, HAMADY OUMOUROU,53,181,506,511
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611010, HAMAKE,83,245,697,698
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611011, KAHI OUOLOF,74,155,491,533
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611012, KOTHIOU WONE,9,12,44,42
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611013, MOUNIA OUOLOF,19,40,129,165
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611014, NIORO TOUGOUNE RANGABE,68,184,560,579
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611015, SABOU ALLAH,16,57,172,178
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611016, SEOUNDE,49,140,384,411
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611017, SOBELA DEBEKOURAMBA,144,283,839,813
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1611, NIORO TOUGOUNE RANGABE,1611018, TINTIBA OUOLOF,73,184,540,610
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612001, SANDARE,246,603,2040,2078
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612002, ALAHINA BANGASSI,37,76,242,255
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612003, ASSATIEMALA,95,264,913,921
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612004, DEMBALA,33,85,274,307
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612005, DIABE,99,327,1018,1043
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612006, DIALLARA,72,91,517,511
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612007, DIOKA,75,198,564,591
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612009, GOUNOUGUEDOU,63,196,553,616
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612011, KORE,11,30,71,87
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612012, KORONGA,35,165,482,502
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612013, KOSSOUMALE,50,127,367,429
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612014, MADINA THIANKOUROUNI,22,34,132,148
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612015, MAKANA,100,254,801,823
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612016, MONZOMBOUGOU,78,217,557,680
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612018, PALALI BIDADJIN,14,31,100,103
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612019, SAMANTARA,135,378,1300,1222
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612020, SARA MADINA,49,111,279,342
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612021, SECOURABA,60,131,431,419
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612022, SECOUROUNI,24,61,209,220
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612024, SEOUNDE,33,95,329,327
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612025, SEREDJI,103,232,715,707
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1612, SANDARE,1612026, WASSAMANGUATERE,67,228,703,688
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613001, SIMBI,145,424,1327,1457
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613002, BOULOUYEL,62,128,355,418
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613003, BOUYIGUEL,18,95,324,281
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613004, DIABIDIALA,125,359,1100,1165
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613005, DIADIELA,17,85,342,414
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613006, DIAKORO MARENA,20,62,184,172
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613007, DIAMINANKARE,2,5,26,22
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613008, DIASSINGOUFA,95,264,829,808
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613009, DINDINAYE,33,58,208,184
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613010, DIONGOI,30,78,218,275
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613012, FOLONKIDE DIAWAMBE,34,70,226,229
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613013, GASSA,46,156,458,559
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613014, GUEMOU MALINKE,101,267,912,973
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613015, KOFOULABE,48,189,604,597
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613016, KORE FOULBE,28,118,314,268
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613018, KOUKOUROUME,59,160,608,621
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613019, LEWA DIARISSO,63,175,627,745
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613020, MADINA MALINKE,20,72,236,221
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613021, MORO MORO,35,141,447,465
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1613, SIMBI,1613022, WINDEBOBALI,40,155,441,433
2009, URBAIN,1,KAYES,16, CERCLE DENIORO,1614, TROUNGOUMBE,1614001, TROUGOUMBE,528,1335,4398,4879
2009, URBAIN,1,KAYES,16, CERCLE DENIORO,1614, TROUNGOUMBE,1614002, BAMBAGUEDE,51,173,589,625
2009, URBAIN,1,KAYES,16, CERCLE DENIORO,1614, TROUNGOUMBE,1614003, KHOUDATIOU,55,149,508,549
2009, URBAIN,1,KAYES,16, CERCLE DENIORO,1614, TROUNGOUMBE,1614004, SIRAKORO,55,152,486,454
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615001, YERERE,250,628,1731,2033
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615002, BOULOU ABEIDAT,51,140,379,361
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615003, BOULOU MOURGOULA,22,58,238,202
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615004, BOULOU RANGABE,35,120,324,282
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615005, DIEBALY,26,52,156,131
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615006, DIENTHIE,37,94,272,280
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615008, KAMANE,48,114,285,304
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615009, KOROKODIO,159,335,1044,1013
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615010, KOUROUKERE,144,361,1042,1093
2009, RURAL,1,KAYES,16, CERCLE DENIORO,1615, YERERE,1615011, NOMO,130,299,1096,1221
2009, URBAIN,1,KAYES,16, CERCLE DENIORO,1616, YOURI,1616001, YOURI,311,1040,3351,3765
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701001, YELIMANE,366,766,2276,1975
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701002, BANDIOUGOULA,261,913,2376,2687
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701003, DIABAGUELA,42,95,330,330
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701004, DIADIE,30,83,301,277
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701005, DIONCOULANE,347,1182,3654,4023
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701006, DJEL MAEL,25,51,134,145
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701007, DOUGOUBARA,39,99,344,287
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701008, GAWA,24,58,259,274
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701009, GNINANGOUHA,31,53,175,170
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701010, GUEMOU KASSE,70,337,801,869
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701011, GUEMOU NEUF,84,202,641,587
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701012, KANGUESSANOU,70,151,591,606
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701013, KODIE,199,704,2164,2613
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701014, LAWOï¿½ï¿½ï¿½ï¿½,4,5,27,17
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701015, MADINA GORBEL,15,60,179,156
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701016, MAKANA,77,251,818,879
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701017, NIAKATELA,1,1,4,8
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701018, NIOGOMERA,171,463,1568,1696
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701020, TOPOKANE,23,61,262,224
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701021, YAGUINE BANDA,88,247,835,919
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701022, YARKA,92,292,1010,997
2009, RURAL,1,KAYES,17, YELIMANE,1701, GUIDIME,1701023, YELIMANE SEBE,57,187,654,681
2009, RURAL,1,KAYES,17, YELIMANE,1702, DIAFOUNOU DIONGAGA,1702001, DIONGAGA,319,991,3345,3661
2009, RURAL,1,KAYES,17, YELIMANE,1702, DIAFOUNOU DIONGAGA,1702002, GUEMOU,9,18,74,74
2009, RURAL,1,KAYES,17, YELIMANE,1702, DIAFOUNOU DIONGAGA,1702003, GUINANOUROU,35,110,361,374
2009, RURAL,1,KAYES,17, YELIMANE,1702, DIAFOUNOU DIONGAGA,1702004, KARDIDI,24,89,213,217
2009, RURAL,1,KAYES,17, YELIMANE,1702, DIAFOUNOU DIONGAGA,1702005, NIAGNELA,21,66,245,268
2009, RURAL,1,KAYES,17, YELIMANE,1702, DIAFOUNOU DIONGAGA,1702006, SALAKA,39,103,302,335
2009, RURAL,1,KAYES,17, YELIMANE,1702, DIAFOUNOU DIONGAGA,1702007, SORFA BERELA,27,27,123,86
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703001, TAMBACARA,287,606,2253,2345
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703002, BANGASSI,28,78,290,310
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703003, GHAKE FILY,22,66,211,293
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703004, GUIDEOURE,6,13,60,45
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703005, GUIFFI,75,248,661,713
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703006, HAMDALAYE,16,58,197,217
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703007, KOMEOULOU,179,505,2184,2524
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703009, LEE HAMET DIALLO,39,62,314,305
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703010, LEE SARAKOLE,33,97,279,342
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703011, MOUNIA,60,168,493,562
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703012, OUOLEGUELA,90,254,964,930
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703013, SAKARADJI,36,90,366,393
2009, RURAL,1,KAYES,17, YELIMANE,1703, DIAFOUNOU GORY,1703014, SAMBAGA,127,423,1387,1612
2009, RURAL,1,KAYES,17, YELIMANE,1704, FANGA,1704001, FANGA,190,589,2127,2290
2009, RURAL,1,KAYES,17, YELIMANE,1704, FANGA,1704002, DIARIKA,29,106,368,381
2009, RURAL,1,KAYES,17, YELIMANE,1704, FANGA,1704003, DJENGUERE,22,75,302,279
2009, RURAL,1,KAYES,17, YELIMANE,1704, FANGA,1704004, TANGO,103,273,1065,1121
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705001, GORY,388,1086,3569,3779
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705002, BILADJIMI,51,134,457,460
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705003, CHIGUEHIGUE,1,2,7,7
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705004, DARSALAM,33,136,311,327
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705005, FOUNGOU,35,94,345,353
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705006, GORY BANDA,45,146,441,425
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705007, MONGORO,26,63,290,284
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705008, SABOUCIRE,25,45,134,115
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705009, SAMBANCANOU,36,129,335,439
2009, RURAL,1,KAYES,17, YELIMANE,1705, GORY,1705010, TAKOUTALLAH,23,76,242,281
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706001, KIRANE,558,1516,4714,4921
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706002, BOUGOUDERE,150,319,1250,1368
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706003, FANCOURA,26,59,236,266
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706004, HAMDALAYE,152,411,1221,1335
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706005, KERSIGNANE,516,1332,4663,4958
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706006, KIDENDJI,22,59,232,250
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706007, KOROMPO,114,362,952,955
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706008, LAKANGUEMOU,269,587,2104,2296
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706009, MANTHIA,86,259,799,878
2009, RURAL,1,KAYES,17, YELIMANE,1706, KIRANE KANIAGA,1706010, WAIKANOU,70,273,692,807
